holiday,temp,rain_1h,snow_1h,clouds_all,weather_main,weather_description,hour,day_of_week,month,year,is_weekend,lag_1,lag_24,lag_168,traffic_volume
none,-16.59,0.00,0.00,90.00,clouds,overcast clouds,12.00,2.00,2.00,2014.00,False,4299.00,4696.00,4707.00,4678.00
none,-16.13,0.00,0.00,90.00,clouds,overcast clouds,13.00,2.00,2.00,2014.00,False,4678.00,4828.00,4750.00,4679.00
none,-15.86,0.00,0.00,90.00,clouds,overcast clouds,14.00,2.00,2.00,2014.00,False,4679.00,4913.00,5125.00,5115.00
none,-15.67,0.00,0.00,75.00,clouds,broken clouds,15.00,2.00,2.00,2014.00,False,5115.00,5646.00,5597.00,5615.00
none,-15.63,0.00,0.00,90.00,clouds,overcast clouds,16.00,2.00,2.00,2014.00,False,5615.00,6404.00,6285.00,6393.00
none,-16.28,0.00,0.00,90.00,clouds,overcast clouds,17.00,2.00,2.00,2014.00,False,6393.00,6120.00,6196.00,6058.00
none,-16.76,0.00,0.00,75.00,clouds,broken clouds,18.00,2.00,2.00,2014.00,False,6058.00,4630.00,4584.00,4440.00
none,-17.15,0.00,0.00,75.00,clouds,broken clouds,19.00,2.00,2.00,2014.00,False,4440.00,2862.00,3122.00,3197.00
none,-17.60,0.00,0.00,1.00,clear,sky is clear,20.00,2.00,2.00,2014.00,False,3197.00,2454.00,2700.00,2651.00
none,-18.39,0.00,0.00,40.00,clouds,scattered clouds,21.00,2.00,2.00,2014.00,False,2651.00,3399.00,2388.00,2309.00
none,-20.01,0.00,0.00,1.00,clear,sky is clear,22.00,2.00,2.00,2014.00,False,2309.00,2605.00,1527.00,1448.00
none,-20.86,0.00,0.00,1.00,clear,sky is clear,23.00,2.00,2.00,2014.00,False,1448.00,1055.00,1025.00,973.00
none,-21.15,0.00,0.00,1.00,clear,sky is clear,0.00,3.00,2.00,2014.00,False,973.00,488.00,499.00,479.00
none,-21.86,0.00,0.00,1.00,clear,sky is clear,1.00,3.00,2.00,2014.00,False,479.00,298.00,298.00,315.00
none,-22.29,0.00,0.00,1.00,clear,sky is clear,2.00,3.00,2.00,2014.00,False,315.00,227.00,268.00,245.00
none,-22.51,0.00,0.00,75.00,clouds,broken clouds,3.00,3.00,2.00,2014.00,False,245.00,334.00,382.00,379.00
none,-23.01,0.00,0.00,75.00,clouds,broken clouds,4.00,3.00,2.00,2014.00,False,379.00,793.00,833.00,739.00
none,-23.44,0.00,0.00,90.00,clouds,overcast clouds,5.00,3.00,2.00,2014.00,False,739.00,2602.00,2519.00,2639.00
none,-24.01,0.00,0.00,40.00,clouds,scattered clouds,6.00,3.00,2.00,2014.00,False,2639.00,5737.00,3919.00,4774.00
none,-24.15,0.00,0.00,1.00,clear,sky is clear,7.00,3.00,2.00,2014.00,False,4774.00,6415.00,3235.00,5707.00
none,-24.01,0.00,0.00,1.00,clear,sky is clear,8.00,3.00,2.00,2014.00,False,5707.00,5633.00,2868.00,5750.00
none,-22.43,0.00,0.00,1.00,clear,sky is clear,9.00,3.00,2.00,2014.00,False,5750.00,4902.00,2827.00,5189.00
none,-20.86,0.00,0.00,1.00,clear,sky is clear,10.00,3.00,2.00,2014.00,False,5189.00,4212.00,3431.00,4252.00
none,-18.12,0.00,0.00,1.00,clear,sky is clear,11.00,3.00,2.00,2014.00,False,4252.00,4299.00,2893.00,4601.00
none,-17.17,0.00,0.00,20.00,clouds,few clouds,12.00,3.00,2.00,2014.00,False,4601.00,4678.00,3308.00,4775.00
none,-16.75,0.00,0.00,20.00,clouds,few clouds,13.00,3.00,2.00,2014.00,False,4775.00,4679.00,3455.00,4692.00
none,-16.03,0.00,0.00,20.00,clouds,few clouds,14.00,3.00,2.00,2014.00,False,4692.00,5115.00,3937.00,5227.00
none,-15.84,0.00,0.00,40.00,clouds,scattered clouds,15.00,3.00,2.00,2014.00,False,5227.00,5615.00,4289.00,5730.00
none,-15.88,0.00,0.00,40.00,clouds,scattered clouds,16.00,3.00,2.00,2014.00,False,5730.00,6393.00,4661.00,6498.00
none,-16.25,0.00,0.00,40.00,clouds,scattered clouds,17.00,3.00,2.00,2014.00,False,6498.00,6058.00,4730.00,5892.00
none,-16.96,0.00,0.00,75.00,clouds,broken clouds,18.00,3.00,2.00,2014.00,False,5892.00,4440.00,3652.00,4357.00
none,-17.33,0.00,0.00,90.00,clouds,overcast clouds,19.00,3.00,2.00,2014.00,False,4357.00,3197.00,2682.00,3087.00
none,-17.47,0.00,0.00,40.00,clouds,scattered clouds,20.00,3.00,2.00,2014.00,False,3087.00,2651.00,2461.00,2999.00
none,-17.61,0.00,0.00,75.00,clouds,broken clouds,21.00,3.00,2.00,2014.00,False,2999.00,2309.00,2219.00,3442.00
none,-17.59,0.00,0.00,90.00,clouds,overcast clouds,22.00,3.00,2.00,2014.00,False,3442.00,1448.00,1771.00,3500.00
none,-18.07,0.00,0.00,20.00,clouds,few clouds,23.00,3.00,2.00,2014.00,False,3500.00,973.00,1255.00,1250.00
none,-18.58,0.00,0.00,1.00,clear,sky is clear,0.00,4.00,2.00,2014.00,False,1250.00,479.00,644.00,605.00
none,-18.35,0.00,0.00,1.00,clear,sky is clear,1.00,4.00,2.00,2014.00,False,605.00,315.00,390.00,375.00
none,-18.84,0.00,0.00,1.00,clear,sky is clear,2.00,4.00,2.00,2014.00,False,375.00,245.00,313.00,308.00
none,-19.76,0.00,0.00,1.00,clear,sky is clear,3.00,4.00,2.00,2014.00,False,308.00,379.00,361.00,399.00
none,-20.01,0.00,0.00,1.00,clear,sky is clear,4.00,4.00,2.00,2014.00,False,399.00,739.00,734.00,724.00
none,-20.38,0.00,0.00,1.00,clear,sky is clear,5.00,4.00,2.00,2014.00,False,724.00,2639.00,2557.00,2485.00
none,-20.38,0.00,0.00,1.00,clear,sky is clear,6.00,4.00,2.00,2014.00,False,2485.00,4774.00,5150.00,5349.00
none,-21.14,0.00,0.00,1.00,clear,sky is clear,7.00,4.00,2.00,2014.00,False,5349.00,5707.00,5363.00,6208.00
none,-21.43,0.00,0.00,1.00,clear,sky is clear,8.00,4.00,2.00,2014.00,False,6208.00,5750.00,5269.00,5612.00
none,-18.32,0.00,0.00,1.00,clear,sky is clear,9.00,4.00,2.00,2014.00,False,5612.00,5189.00,4721.00,5002.00
none,-16.70,0.00,0.00,1.00,clear,sky is clear,10.00,4.00,2.00,2014.00,False,5002.00,4252.00,4548.00,4578.00
none,-15.70,0.00,0.00,1.00,clear,sky is clear,11.00,4.00,2.00,2014.00,False,4578.00,4601.00,4852.00,5007.00
none,-14.21,0.00,0.00,1.00,clear,sky is clear,12.00,4.00,2.00,2014.00,False,5007.00,4775.00,5010.00,5210.00
none,-12.70,0.00,0.00,1.00,clear,sky is clear,13.00,4.00,2.00,2014.00,False,5210.00,4692.00,5043.00,5113.00
none,-11.70,0.00,0.00,1.00,clear,sky is clear,14.00,4.00,2.00,2014.00,False,5113.00,5227.00,5524.00,5386.00
none,-11.04,0.00,0.00,1.00,clear,sky is clear,15.00,4.00,2.00,2014.00,False,5386.00,5730.00,5713.00,5942.00
none,-11.15,0.00,0.00,1.00,clear,sky is clear,16.00,4.00,2.00,2014.00,False,5942.00,6498.00,5979.00,6114.00
none,-11.92,0.00,0.00,1.00,clear,sky is clear,17.00,4.00,2.00,2014.00,False,6114.00,5892.00,5724.00,5932.00
none,-13.09,0.00,0.00,1.00,clear,sky is clear,18.00,4.00,2.00,2014.00,False,5932.00,4357.00,5115.00,4876.00
none,-14.48,0.00,0.00,1.00,clear,sky is clear,19.00,4.00,2.00,2014.00,False,4876.00,3087.00,3951.00,3475.00
none,-15.38,0.00,0.00,1.00,clear,sky is clear,20.00,4.00,2.00,2014.00,False,3475.00,2999.00,2930.00,2732.00
none,-15.89,0.00,0.00,1.00,clear,sky is clear,21.00,4.00,2.00,2014.00,False,2732.00,3442.00,2791.00,2928.00
none,-16.51,0.00,0.00,1.00,clear,sky is clear,22.00,4.00,2.00,2014.00,False,2928.00,3500.00,2964.00,3009.00
none,-16.27,0.00,0.00,1.00,clear,sky is clear,23.00,4.00,2.00,2014.00,False,3009.00,1250.00,1684.00,1703.00
none,-16.64,0.00,0.00,1.00,clear,sky is clear,0.00,5.00,2.00,2014.00,True,1703.00,605.00,1126.00,1094.00
none,-16.66,0.00,0.00,1.00,clear,sky is clear,1.00,5.00,2.00,2014.00,True,1094.00,375.00,644.00,701.00
none,-16.66,0.00,0.00,1.00,clear,sky is clear,2.00,5.00,2.00,2014.00,True,701.00,308.00,495.00,523.00
none,-17.28,0.00,0.00,1.00,clear,sky is clear,3.00,5.00,2.00,2014.00,True,523.00,399.00,376.00,343.00
none,-17.89,0.00,0.00,1.00,clear,sky is clear,4.00,5.00,2.00,2014.00,True,343.00,724.00,347.00,356.00
none,-18.84,0.00,0.00,1.00,clear,sky is clear,5.00,5.00,2.00,2014.00,True,356.00,2485.00,699.00,662.00
none,-19.49,0.00,0.00,20.00,clouds,few clouds,6.00,5.00,2.00,2014.00,True,662.00,5349.00,1186.00,1204.00
none,-19.81,0.00,0.00,75.00,clouds,broken clouds,7.00,5.00,2.00,2014.00,True,1204.00,6208.00,1986.00,1947.00
none,-18.74,0.00,0.00,75.00,clouds,broken clouds,8.00,5.00,2.00,2014.00,True,1947.00,5612.00,2694.00,2926.00
none,-17.07,0.00,0.00,90.00,clouds,overcast clouds,9.00,5.00,2.00,2014.00,True,2926.00,5002.00,3589.00,3495.00
none,-15.93,0.00,0.00,90.00,clouds,overcast clouds,10.00,5.00,2.00,2014.00,True,3495.00,4578.00,3881.00,3965.00
none,-13.61,0.00,0.00,90.00,clouds,overcast clouds,11.00,5.00,2.00,2014.00,True,3965.00,5007.00,4526.00,4314.00
none,-12.25,0.00,0.00,90.00,clouds,overcast clouds,12.00,5.00,2.00,2014.00,True,4314.00,5210.00,4933.00,4694.00
none,-10.90,0.00,0.00,90.00,clouds,overcast clouds,13.00,5.00,2.00,2014.00,True,4694.00,5113.00,4864.00,4520.00
none,-10.07,0.00,0.00,90.00,clouds,overcast clouds,14.00,5.00,2.00,2014.00,True,4520.00,5386.00,4779.00,4494.00
none,-9.60,0.00,0.00,90.00,clouds,overcast clouds,15.00,5.00,2.00,2014.00,True,4494.00,5942.00,4766.00,4694.00
none,-9.69,0.00,0.00,90.00,clouds,overcast clouds,16.00,5.00,2.00,2014.00,True,4694.00,6114.00,4923.00,4500.00
none,-9.89,0.00,0.00,90.00,clouds,overcast clouds,17.00,5.00,2.00,2014.00,True,4500.00,5932.00,4394.00,4457.00
none,-10.58,0.00,0.00,90.00,clouds,overcast clouds,18.00,5.00,2.00,2014.00,True,4457.00,4876.00,4172.00,4256.00
none,-11.30,0.00,0.00,90.00,clouds,overcast clouds,19.00,5.00,2.00,2014.00,True,4256.00,3475.00,3555.00,3228.00
none,-11.65,0.00,0.00,90.00,clouds,overcast clouds,20.00,5.00,2.00,2014.00,True,3228.00,2732.00,2743.00,2547.00
none,-11.73,0.00,0.00,90.00,clouds,overcast clouds,21.00,5.00,2.00,2014.00,True,2547.00,2928.00,2658.00,2862.00
none,-12.01,0.00,0.00,90.00,clouds,overcast clouds,22.00,5.00,2.00,2014.00,True,2862.00,3009.00,2830.00,2640.00
none,-12.21,0.00,0.00,90.00,clouds,overcast clouds,23.00,5.00,2.00,2014.00,True,2640.00,1703.00,2296.00,1640.00
none,-12.94,0.00,0.00,75.00,clouds,broken clouds,0.00,6.00,2.00,2014.00,True,1640.00,1094.00,1143.00,941.00
none,-14.66,0.00,0.00,40.00,clouds,scattered clouds,1.00,6.00,2.00,2014.00,True,941.00,701.00,695.00,671.00
none,-15.82,0.00,0.00,40.00,clouds,scattered clouds,2.00,6.00,2.00,2014.00,True,671.00,523.00,539.00,552.00
none,-16.82,0.00,0.00,75.00,clouds,broken clouds,3.00,6.00,2.00,2014.00,True,552.00,343.00,291.00,301.00
none,-17.00,0.00,0.00,20.00,clouds,few clouds,4.00,6.00,2.00,2014.00,True,301.00,356.00,284.00,264.00
none,-17.93,0.00,0.00,1.00,clear,sky is clear,5.00,6.00,2.00,2014.00,True,264.00,662.00,434.00,443.00
none,-18.24,0.00,0.00,1.00,clear,sky is clear,6.00,6.00,2.00,2014.00,True,443.00,1204.00,739.00,713.00
none,-18.90,0.00,0.00,20.00,clouds,few clouds,7.00,6.00,2.00,2014.00,True,713.00,1947.00,962.00,900.00
none,-19.75,0.00,0.00,1.00,clear,sky is clear,8.00,6.00,2.00,2014.00,True,900.00,2926.00,1670.00,1653.00
none,-18.21,0.00,0.00,1.00,clear,sky is clear,9.00,6.00,2.00,2014.00,True,1653.00,3495.00,2506.00,2490.00
none,-17.31,0.00,0.00,1.00,clear,sky is clear,10.00,6.00,2.00,2014.00,True,2490.00,3965.00,3114.00,3317.00
none,-16.73,0.00,0.00,1.00,clear,sky is clear,11.00,6.00,2.00,2014.00,True,3317.00,4314.00,3306.00,3588.00
none,-15.76,0.00,0.00,1.00,clear,sky is clear,12.00,6.00,2.00,2014.00,True,3588.00,4694.00,3655.00,3849.00
none,-15.01,0.00,0.00,1.00,clear,sky is clear,13.00,6.00,2.00,2014.00,True,3849.00,4520.00,3795.00,4072.00
none,-14.33,0.00,0.00,1.00,clear,sky is clear,14.00,6.00,2.00,2014.00,True,4072.00,4494.00,3944.00,3959.00
none,-14.23,0.00,0.00,1.00,clear,sky is clear,15.00,6.00,2.00,2014.00,True,3959.00,4694.00,3959.00,4117.00
none,-14.48,0.00,0.00,1.00,clear,sky is clear,16.00,6.00,2.00,2014.00,True,4117.00,4500.00,4295.00,3920.00
none,-15.21,0.00,0.00,1.00,clear,sky is clear,17.00,6.00,2.00,2014.00,True,3920.00,4457.00,3567.00,3711.00
none,-16.72,0.00,0.00,1.00,clear,sky is clear,18.00,6.00,2.00,2014.00,True,3711.00,4256.00,2185.00,3535.00
none,-17.14,0.00,0.00,1.00,clear,sky is clear,19.00,6.00,2.00,2014.00,True,3535.00,3228.00,1801.00,2674.00
none,-17.63,0.00,0.00,1.00,clear,sky is clear,20.00,6.00,2.00,2014.00,True,2674.00,2547.00,1748.00,2245.00
none,-18.30,0.00,0.00,1.00,clear,sky is clear,21.00,6.00,2.00,2014.00,True,2245.00,2862.00,2891.00,2146.00
none,-20.30,0.00,0.00,1.00,clear,sky is clear,22.00,6.00,2.00,2014.00,True,2146.00,2640.00,1721.00,1646.00
none,-21.38,0.00,0.00,1.00,clear,sky is clear,23.00,6.00,2.00,2014.00,True,1646.00,1640.00,942.00,3111.00
none,-21.86,0.00,0.00,1.00,clear,sky is clear,0.00,0.00,2.00,2014.00,False,3111.00,941.00,456.00,794.00
none,-22.29,0.00,0.00,1.00,clear,sky is clear,1.00,0.00,2.00,2014.00,False,794.00,671.00,309.00,298.00
none,-22.76,0.00,0.00,1.00,clear,sky is clear,2.00,0.00,2.00,2014.00,False,298.00,552.00,230.00,310.00
none,-23.76,0.00,0.00,1.00,clear,sky is clear,3.00,0.00,2.00,2014.00,False,310.00,301.00,319.00,323.00
none,-24.01,0.00,0.00,1.00,clear,sky is clear,4.00,0.00,2.00,2014.00,False,323.00,264.00,770.00,737.00
none,-24.38,0.00,0.00,1.00,clear,sky is clear,5.00,0.00,2.00,2014.00,False,737.00,443.00,2503.00,2542.00
none,-24.89,0.00,0.00,1.00,clear,sky is clear,6.00,0.00,2.00,2014.00,False,2542.00,713.00,5311.00,5506.00
none,-25.01,0.00,0.00,1.00,clear,sky is clear,7.00,0.00,2.00,2014.00,False,5506.00,900.00,6006.00,6403.00
none,-24.38,0.00,0.00,1.00,clear,sky is clear,8.00,0.00,2.00,2014.00,False,6403.00,1653.00,5554.00,5556.00
none,-23.00,0.00,0.00,1.00,clear,sky is clear,9.00,0.00,2.00,2014.00,False,5556.00,2490.00,4634.00,4793.00
none,-21.13,0.00,0.00,1.00,clear,sky is clear,10.00,0.00,2.00,2014.00,False,4793.00,3317.00,4203.00,4010.00
none,-18.52,0.00,0.00,1.00,clear,sky is clear,11.00,0.00,2.00,2014.00,False,4010.00,3588.00,4303.00,4271.00
none,-17.42,0.00,0.00,1.00,clear,sky is clear,12.00,0.00,2.00,2014.00,False,4271.00,3849.00,4603.00,4373.00
none,-16.23,0.00,0.00,1.00,clear,sky is clear,13.00,0.00,2.00,2014.00,False,4373.00,4072.00,4551.00,4611.00
none,-15.38,0.00,0.00,1.00,clear,sky is clear,14.00,0.00,2.00,2014.00,False,4611.00,3959.00,4934.00,4857.00
none,-14.66,0.00,0.00,1.00,clear,sky is clear,15.00,0.00,2.00,2014.00,False,4857.00,4117.00,5554.00,5465.00
none,-14.77,0.00,0.00,1.00,clear,sky is clear,16.00,0.00,2.00,2014.00,False,5465.00,3920.00,6136.00,6347.00
none,-15.41,0.00,0.00,1.00,clear,sky is clear,17.00,0.00,2.00,2014.00,False,6347.00,3711.00,5810.00,6008.00
none,-16.57,0.00,0.00,1.00,clear,sky is clear,18.00,0.00,2.00,2014.00,False,6008.00,3535.00,4203.00,4169.00
none,-17.29,0.00,0.00,1.00,clear,sky is clear,19.00,0.00,2.00,2014.00,False,4169.00,2674.00,2795.00,2838.00
none,-17.90,0.00,0.00,1.00,clear,sky is clear,20.00,0.00,2.00,2014.00,False,2838.00,2245.00,2432.00,2441.00
none,-19.99,0.00,0.00,1.00,clear,sky is clear,21.00,0.00,2.00,2014.00,False,2441.00,2146.00,2158.00,2063.00
none,-21.40,0.00,0.00,1.00,clear,sky is clear,22.00,0.00,2.00,2014.00,False,2063.00,1646.00,1628.00,1397.00
none,-22.52,0.00,0.00,1.00,clear,sky is clear,23.00,0.00,2.00,2014.00,False,1397.00,3111.00,898.00,903.00
none,-23.15,0.00,0.00,1.00,clear,sky is clear,0.00,1.00,2.00,2014.00,False,903.00,794.00,442.00,481.00
none,-24.27,0.00,0.00,1.00,clear,sky is clear,1.00,1.00,2.00,2014.00,False,481.00,298.00,296.00,282.00
none,-25.02,0.00,0.00,1.00,clear,sky is clear,2.00,1.00,2.00,2014.00,False,282.00,310.00,234.00,212.00
none,-25.77,0.00,0.00,1.00,clear,sky is clear,3.00,1.00,2.00,2014.00,False,212.00,323.00,340.00,341.00
none,-26.02,0.00,0.00,1.00,clear,sky is clear,4.00,1.00,2.00,2014.00,False,341.00,737.00,779.00,744.00
none,-25.89,0.00,0.00,1.00,clear,sky is clear,5.00,1.00,2.00,2014.00,False,744.00,2542.00,2636.00,2610.00
none,-25.53,0.00,0.00,1.00,clear,sky is clear,6.00,1.00,2.00,2014.00,False,2610.00,5506.00,5474.00,4717.00
none,-25.15,0.00,0.00,1.00,clear,sky is clear,7.00,1.00,2.00,2014.00,False,4717.00,6403.00,6151.00,6080.00
none,-23.86,0.00,0.00,1.00,clear,sky is clear,8.00,1.00,2.00,2014.00,False,6080.00,5556.00,5662.00,4971.00
none,-21.25,0.00,0.00,20.00,clouds,few clouds,9.00,1.00,2.00,2014.00,False,4971.00,4793.00,5119.00,5235.00
none,-17.24,0.00,0.00,20.00,clouds,few clouds,10.00,1.00,2.00,2014.00,False,5235.00,4010.00,4314.00,4146.00
none,-15.63,0.00,0.00,40.00,clouds,scattered clouds,11.00,1.00,2.00,2014.00,False,4146.00,4271.00,4327.00,4504.00
none,-13.57,0.00,0.00,40.00,clouds,scattered clouds,12.00,1.00,2.00,2014.00,False,4504.00,4373.00,4696.00,4562.00
none,-11.97,0.00,0.00,40.00,clouds,scattered clouds,13.00,1.00,2.00,2014.00,False,4562.00,4611.00,4828.00,4809.00
none,-11.54,0.00,0.00,20.00,clouds,few clouds,14.00,1.00,2.00,2014.00,False,4809.00,4857.00,4913.00,4747.00
none,-11.17,0.00,0.00,40.00,clouds,scattered clouds,15.00,1.00,2.00,2014.00,False,4747.00,5465.00,5646.00,5651.00
none,-11.34,0.00,0.00,75.00,clouds,broken clouds,16.00,1.00,2.00,2014.00,False,5651.00,6347.00,6404.00,6431.00
none,-11.88,0.00,0.00,90.00,clouds,overcast clouds,17.00,1.00,2.00,2014.00,False,6431.00,6008.00,6120.00,6212.00
none,-12.02,0.00,0.00,90.00,clouds,overcast clouds,18.00,1.00,2.00,2014.00,False,6212.00,4169.00,4630.00,4424.00
none,-12.03,0.00,0.00,90.00,clouds,overcast clouds,19.00,1.00,2.00,2014.00,False,4424.00,2838.00,2862.00,3079.00
none,-11.77,0.00,0.00,90.00,clouds,overcast clouds,20.00,1.00,2.00,2014.00,False,3079.00,2441.00,2454.00,2755.00
none,-11.57,0.00,0.00,90.00,clouds,overcast clouds,21.00,1.00,2.00,2014.00,False,2755.00,2063.00,3399.00,2222.00
none,-11.23,0.00,0.00,90.00,clouds,overcast clouds,22.00,1.00,2.00,2014.00,False,2222.00,1397.00,2605.00,1537.00
none,-11.08,0.00,0.00,90.00,clouds,overcast clouds,23.00,1.00,2.00,2014.00,False,1537.00,903.00,1055.00,923.00
none,-10.65,0.00,0.00,90.00,clouds,overcast clouds,0.00,2.00,2.00,2014.00,False,923.00,481.00,488.00,463.00
none,-10.34,0.00,0.00,90.00,clouds,overcast clouds,1.00,2.00,2.00,2014.00,False,463.00,282.00,298.00,312.00
none,-10.15,0.00,0.00,90.00,clouds,overcast clouds,2.00,2.00,2.00,2014.00,False,312.00,212.00,227.00,246.00
none,-9.84,0.00,0.00,90.00,clouds,overcast clouds,3.00,2.00,2.00,2014.00,False,246.00,341.00,334.00,336.00
none,-9.75,0.00,0.00,90.00,clouds,overcast clouds,4.00,2.00,2.00,2014.00,False,336.00,744.00,793.00,820.00
none,-9.51,0.00,0.00,90.00,clouds,overcast clouds,5.00,2.00,2.00,2014.00,False,820.00,2610.00,2602.00,2678.00
none,-9.33,0.76,0.00,90.00,rain,light rain,6.00,2.00,2.00,2014.00,False,2678.00,4717.00,5737.00,5165.00
none,-9.25,0.51,0.00,90.00,rain,light rain,7.00,2.00,2.00,2014.00,False,5165.00,6080.00,6415.00,5312.00
none,-9.14,0.76,0.00,90.00,rain,light rain,8.00,2.00,2.00,2014.00,False,5312.00,4971.00,5633.00,5552.00
none,-8.23,0.00,0.00,90.00,clouds,overcast clouds,9.00,2.00,2.00,2014.00,False,5552.00,5235.00,4902.00,5159.00
none,-7.51,0.00,0.00,90.00,clouds,overcast clouds,10.00,2.00,2.00,2014.00,False,5159.00,4146.00,4212.00,4224.00
none,-6.13,0.00,0.00,75.00,clouds,broken clouds,11.00,2.00,2.00,2014.00,False,4224.00,4504.00,4299.00,4540.00
none,-5.01,0.32,0.00,90.00,rain,light rain,12.00,2.00,2.00,2014.00,False,4540.00,4562.00,4678.00,4684.00
none,-4.60,0.32,0.00,90.00,rain,light rain,13.00,2.00,2.00,2014.00,False,4684.00,4809.00,4679.00,4692.00
none,-4.34,0.25,0.00,90.00,rain,light rain,14.00,2.00,2.00,2014.00,False,4692.00,4747.00,5115.00,5133.00
none,-4.38,0.25,0.00,75.00,rain,light rain,15.00,2.00,2.00,2014.00,False,5133.00,5651.00,5615.00,5822.00
none,-5.08,0.51,0.00,90.00,rain,light rain,16.00,2.00,2.00,2014.00,False,5822.00,6431.00,6393.00,6650.00
none,-5.86,0.00,0.00,90.00,clouds,overcast clouds,17.00,2.00,2.00,2014.00,False,6650.00,6212.00,6058.00,6344.00
none,-6.42,0.00,0.00,90.00,clouds,overcast clouds,18.00,2.00,2.00,2014.00,False,6344.00,4424.00,4440.00,4702.00
none,-6.89,0.00,0.00,90.00,clouds,overcast clouds,19.00,2.00,2.00,2014.00,False,4702.00,3079.00,3197.00,3150.00
none,-7.03,0.00,0.00,90.00,clouds,overcast clouds,20.00,2.00,2.00,2014.00,False,3150.00,2755.00,2651.00,2670.00
none,-7.41,0.00,0.00,90.00,clouds,overcast clouds,21.00,2.00,2.00,2014.00,False,2670.00,2222.00,2309.00,2286.00
none,-7.50,0.00,0.00,90.00,clouds,overcast clouds,22.00,2.00,2.00,2014.00,False,2286.00,1537.00,1448.00,1545.00
none,-7.71,0.00,0.00,90.00,clouds,overcast clouds,23.00,2.00,2.00,2014.00,False,1545.00,923.00,973.00,1007.00
none,-8.27,0.00,0.00,90.00,clouds,overcast clouds,0.00,3.00,2.00,2014.00,False,1007.00,463.00,479.00,548.00
none,-8.80,0.00,0.00,90.00,clouds,overcast clouds,1.00,3.00,2.00,2014.00,False,548.00,312.00,315.00,305.00
none,-9.02,0.00,0.00,90.00,clouds,overcast clouds,2.00,3.00,2.00,2014.00,False,305.00,246.00,245.00,231.00
none,-8.82,0.00,0.00,75.00,clouds,broken clouds,3.00,3.00,2.00,2014.00,False,231.00,336.00,379.00,354.00
none,-8.34,0.00,0.00,90.00,clouds,overcast clouds,4.00,3.00,2.00,2014.00,False,354.00,820.00,739.00,783.00
none,-7.57,0.00,0.00,90.00,clouds,overcast clouds,5.00,3.00,2.00,2014.00,False,783.00,2678.00,2639.00,2639.00
none,-6.63,0.00,0.00,90.00,clouds,overcast clouds,6.00,3.00,2.00,2014.00,False,2639.00,5165.00,4774.00,5387.00
none,-5.64,0.00,0.00,75.00,clouds,broken clouds,7.00,3.00,2.00,2014.00,False,5387.00,5312.00,5707.00,6111.00
none,-4.84,0.00,0.00,90.00,clouds,overcast clouds,8.00,3.00,2.00,2014.00,False,6111.00,5552.00,5750.00,5725.00
none,-2.97,0.00,0.00,90.00,clouds,overcast clouds,9.00,3.00,2.00,2014.00,False,5725.00,5159.00,5189.00,4994.00
none,-2.90,0.00,0.00,90.00,clouds,overcast clouds,10.00,3.00,2.00,2014.00,False,4994.00,4224.00,4252.00,4438.00
none,-4.52,0.00,0.00,90.00,clouds,overcast clouds,11.00,3.00,2.00,2014.00,False,4438.00,4540.00,4601.00,4732.00
none,-6.60,0.00,0.00,90.00,clouds,overcast clouds,12.00,3.00,2.00,2014.00,False,4732.00,4684.00,4775.00,4792.00
none,-7.20,0.00,0.00,90.00,clouds,overcast clouds,13.00,3.00,2.00,2014.00,False,4792.00,4692.00,4692.00,4840.00
none,-7.33,0.00,0.00,90.00,clouds,overcast clouds,14.00,3.00,2.00,2014.00,False,4840.00,5133.00,5227.00,5344.00
none,-7.34,0.00,0.00,90.00,clouds,overcast clouds,15.00,3.00,2.00,2014.00,False,5344.00,5822.00,5730.00,5555.00
none,-7.79,0.00,0.00,40.00,clouds,scattered clouds,16.00,3.00,2.00,2014.00,False,5555.00,6650.00,6498.00,6404.00
none,-9.10,0.00,0.00,1.00,clear,sky is clear,17.00,3.00,2.00,2014.00,False,6404.00,6344.00,5892.00,6052.00
none,-10.04,0.00,0.00,1.00,clear,sky is clear,18.00,3.00,2.00,2014.00,False,6052.00,4702.00,4357.00,4499.00
none,-11.20,0.00,0.00,1.00,clear,sky is clear,19.00,3.00,2.00,2014.00,False,4499.00,3150.00,3087.00,3442.00
none,-12.35,0.00,0.00,1.00,clear,sky is clear,20.00,3.00,2.00,2014.00,False,3442.00,2670.00,2999.00,2971.00
none,-13.09,0.00,0.00,1.00,clear,sky is clear,21.00,3.00,2.00,2014.00,False,2971.00,2286.00,3442.00,2737.00
none,-13.80,0.00,0.00,1.00,clear,sky is clear,22.00,3.00,2.00,2014.00,False,2737.00,1545.00,3500.00,1935.00
none,-14.63,0.00,0.00,40.00,clouds,scattered clouds,23.00,3.00,2.00,2014.00,False,1935.00,1007.00,1250.00,1153.00
none,-15.30,0.00,0.00,20.00,clouds,few clouds,0.00,4.00,2.00,2014.00,False,1153.00,548.00,605.00,624.00
none,-15.66,0.00,0.00,20.00,clouds,few clouds,1.00,4.00,2.00,2014.00,False,624.00,305.00,375.00,393.00
none,-16.30,0.00,0.00,40.00,clouds,scattered clouds,2.00,4.00,2.00,2014.00,False,393.00,231.00,308.00,295.00
none,-16.59,0.00,0.00,20.00,clouds,few clouds,3.00,4.00,2.00,2014.00,False,295.00,354.00,399.00,395.00
